Video Id,Title,Transcript
UUOuTXn2REI,Bulgogi Beef Fried Rice #shorts,today we're making korean deep fried rice starting with the rib eye this marinade is simple but packed with flavor outside on the cuisinart xl 360 griddle sear your beef at the base of the volcano day old rice soy sauce vegetables and kimchi beginners luck on the egg toss and scramble three eggs add some gochujang and combine with your beef finish with sesame seeds and green onion this recipe is extremely forgiving but always hits the spot that is incredible
XqQ6mqKajj0,Catch & Cook: Black Sea Bass CEVICHE #shorts,it's 6 am and we're going fishing after a bit of a rough start we were on the fish scupp sea robins blue fish and the most incredible tasty and exotic black sea bass back on shore passion fruit ceviche cooked with just citrus juice for 30 minutes there's nothing more fresh wow
np_6Bt59Y80,Watermelon & Mustard: SHOCKING Results #shorts,!X! SUBTITLES DISABLED !X!
3imf3xPNh4g,Car Cooking: Wagyu A5 at Taco Bell #shorts,i got this beautiful wacky a5 and we're here at taco bell can i please have two crunchy tacos hold the beef extra beans thank you one for now one for later set up shop season and that's when disaster struck luckily i always come prepared [music] beer based and assembled beautiful next level fast food and a great way to lose any shot at a taco bell sponsorship
ibF94yHR2Ug,TikTok said my meat looked dry #shorts,!X! SUBTITLES DISABLED !X!
eiM8zDAH8dw,The Surf & Turf Crayfish #shorts,today we're taking surf and turf to the next level dry brined filet and fresh boston lobster challenge butter sauce parsley garlic and chili flakes and smoke over applewood quail eggs as our eyes sear challenge butter churn fresh daily and perfect for basting and assemble top with more of that incredible farmer owned butter cute or creepy that's for you to decide
WaJW8Cvnr6g,5 Spice Ribs #shorts,sweet and spicy five spiced ribs thin layer of five spice applewood low and slow fried garlic slivers for a crunch and get started on the most flavorful and sticky glaze paint pull garlic and slice top with habanero and curly green onions these ribs are a game changer
i7gA9w-Cxa0,How much meat do I eat? #shorts,how much meat do i actually eat the assumption is that i eat beef for every meal rib eyes for breakfast sirloins for lunch burgers for dinner with a side of beef jerky the truth is that i'm far more interested in the cooking process and the discoveries i make as a result than the actual eating personally i'd rather cook for someone i care about then cook a steak for myself so when i do i really try to make the experience count i eat red meat every other day at most and eat tons of vegetables fish and chicken i think this balance is what keeps my passion alive
-b_PbTMbwF0,The 50 Day Dry Aged Brisket Sandwich #shorts,this is a 50-day dry-aged brisket and we're taking it to the next level before cutting into it had to make use of that rock hard exterior we're left with incredibly marbled dry aged beef and get it on the weber summit dual wall technology the perfect kamado grill homemade buns easy work for the summit kamado after 50 days this is our reward flat point burnt dens and coleslaw juicy smoky and extra beefy
jlQYv3hM0uQ,Whiskey Aged Steak #shorts,this is a mummified whiskey dry aged steak and we're gonna cut into it beautiful prime rib wrap and cheesecloth and soak in a bottle of whiskey three weeks in the fridge the perfect amount of time to grow some thyme three weeks later the smell is unbelievable dry brine and [ __ ] garlic bombs in the oven sear baste and check out that crust slices through like butter extremely beefy with hints of that incredible whiskey flavor
04ECZ_Ohfi4,Steak School: Beef Tenderloin #shorts,welcome back to state school today we're learning about the beef tenderloin located up towards the rear the tenderloin is a non-weight-bearing muscle only responsible for back and forth movement and therefore extremely lean and tender to break down this unpeeled tenderloin you start by removing the wing which is great as a roast next remove the chain or psoas miner best reserved for ground and stew meat remove the silver skin this is the money maker the psoas major remove the tails and we have a chateaubriand perfect for a beef wellington though lean it's the most tender cut on the entire animal slice and we're left with beautiful filet mignons the exact same cut as the small side of the porterhouse prize and pricey for its tenderness the drawback is sometimes a lack in flavor in my opinion best serve rare a good crowd pleaser especially when it's on sale
hIOb9b-xspc,Duck & A Story #shorts,as an american living in china i've had some pretty unique food experiences the options were extensive but the food was nothing like the chinese food i was used to no orange chicken or crab rangoons and not once did the meal end with a fortune cookie i was living off of steamed buns and late night barbecue skewers that i would pick up on my electric scooter believe it or not my favorite snack was pickled chicken feet i was quickly eating like a local not just because i needed to but also because i wanted to and it started with an open mind which i believe is the key to my happiness
40FdljGsWOg,Wine Aged Ribeye #shorts,red wine soaked dry aged prime rib wrap in cheesecloth and cover in a bottle of wine put that in the fridge and get ready for a nap three weeks later unwrap the mummified piece of meat and check out that incredible color slicing into it the smell is unbelievable slightly nutty with hints of red wine sear based slices through like butter but what matters most is the taste super tender definitely get that wine flavor i think we're onto something with this
S8EzdS4nE0w,Honey Mustard Ribs #shorts,these honey mustard ribs are a game-changing recipe for the summer mustard binder season applewood low and slow fried mustard seed for a crunch vinegar barbecue dijon and honey for a simple three ingredient sauce paint pull one more layer mustard seeds and slice chewy honeycomb contrasts the crispy mustard seeds sweet and tangy with unexpected textures
H89U4ZZAQ5U,Candied Bacon X Bourbon Ribs #shorts,bourbon barbecue ribs studded with sriracha candied bacon oil binder season applewood low and slow once crispy brown sugar and sriracha barbecue sauce couple shots of bourbon candied bacon this sauce will change your life paint tender sweet smoky pockets of dense candied bacon mmm
DvnZ4ch99PY,Dry Aged Duck #shorts,if you haven't heard of dry aged duck it's time you're let in on the secret remove the dark meat 14 days later it's lost 25% of its weight firm and dry exterior versus the soft and moist fresh duck 425f oven crispy and beautiful color on the dry age soft and chewy skin on the fresh the best way i can explain it is crispy peeking duck versus sad boiled chicken
EJh7o5AzqGU,All Aboard the Twisted Bacon Train #shorts,this is the meat train! beautifully marbled short rib applewood low and slow and time for twisted bacon roll tightly and pop it in the oven go in on those mushrooms pull once tender and save yourself the bone crispy bacon oil spill but bounty to the rescue get started on cart number one: the short rib wellington - egg yolk and flaky salt and go to work on the building blocks for the rest of the train baby cheese wheels as our wheels head outside to grab some rocks and assemble twisted bacon train tracks wellington twisted bacon lumber sausage roll engine bounty mountain in the rear view mirror zero horsepower but extremely tasty
XUW85TmLNJc,The Meat CHESS BOARD #shorts,my mom encouraged me to play with my food and i think that's how we got to this point beef and pork sliced thin season your army of jerky chess pieces smoke and get started on your chessboard onions garlic beef eggs beef stock and breadcrumbs for a simple meatloaf top with your bacon weave let's get it on the grill we're smoking over applewood low and slow teriyaki beef jerky versus cajun pork jerky and a reminder that just because you can do something doesn't always mean you should
A24cBt35kLA,Duck CONFIT (date night food) #shorts,the best way to cook duck is actually the easiest brine your duck thighs in salt overnight duck fat herbs and low temp oven blood oranges are tart candy them for the perfect garnish sear wants tender and this is the result surprisingly simple but guaranteed to impress this is date night food
ygP-cZdTIgQ,Wagyu Tomahawk… Pastrami? #shorts,what happens when pastrami is cooked to medium rare? salt sugar cure pickling spice and brine for five days go in on that cabbage fry with garlic and lemon for a zesty side dish salt free pastrami rub season applewood low and slow sear at 115f and this is the result deep red hue from the curing salt smoky juicy medium rare wagyu pastrami
XgmLWmc2IsI,Steak and a Story: Why I Started Social Media #shorts,!X! SUBTITLES DISABLED !X!
yOzjlNzka5w,Choose Your Meat Wisely #shorts,this is how to buy meat at the grocery store quickly make your way past the plant-based aisle cover with dino nuggies as a courtesy to the next person make your way to the meat section where you can always find great deals! notice the whole prime grade brisket selling at a major discount to a choice flat the smaller and lower quality flat on the right is the exact same price as the entire prime grade brisket make sure to always look out for deals
7XYGcMlNWOY,Salmon Cinnamon Roll... but FANCY #shorts,this is a whole side of salmon and we're taking it to the next level lobster thanos snap and get started on your filling cream cheese capers chives rub even layer add your lobster and wrap up your present cut thick slices and admire your cinnamon roll citrus applewood low and slow tuck that salmon in it's nap time fresh honey and some water and glaze blood orange beurre blanc icing pull at 125f icing caviar and this is the result tender smoky explosion of flavor that's incredible
LMWuaQbIoDI,A Guide To Dry Aging: Rib Roast Experiment #shorts,today we're dry aging this incredible rib roast with plenty of fat and bone protecting the rib eye this is the perfect cut for dry aging after two weeks in my brand new temperature and humidity controlled unit from dry ager notice the dry and decomposed exterior and check out that beautiful inside with our eye and cap muscle after cutting away that top lifter meat you can see how it finally starts to resemble a rib eye dry aging is a process that improves tenderness and flavor over time so i'll be slicing off steaks every week and freezing them so after two months we can really compare those changes extremely tender very subtle dry aged flavor but unbelievable
_QbmYhrzie0,The BASKETBALL Ham #shorts,today we're turning this ham into a basketball can't have a basketball without a court season bacon weave clove basketball seams outside this is the brand new weber summit kamado applewood low and slow wait a second the hot dogs! massive 24 inch cooking area dual walled technology the perfect kamado grill and get started on our basketball court: swiss and ham egg yolk and that's a basketball court maple and blood orange for the perfect glaze check out that color from the weber summit kamado time for our smoked hot dog basketball hoops pull at 140f and assemble: mashed potatoes chipotle mayo mixed with a charcoal rub couldn't miss an opportunity for a three-point shot immediate regret basketball easter ham smoked to perfection
O1Sc8uw6UjM,Lamb Rack WELLINGTON for @gordonramsay #shorts,chef ramsay it's been a while since we last spoke but i got something in my back pocket i know you're gonna love beautiful rack of lamb season sear and go in on those mushrooms roll out your puff pastry prosciutto mushrooms mustard and wrap up your present egg yolk paint and pretend you're gordon ramsay pop that in the oven simple blueberry minty glaze pull at 120f and this is the result: rosy pink on the inside and can't forget the lamb sauce this is the rack of lamb wellington that was amazing!
V7bTTaZn6Jg,Fitting a Chicken in a Sandwich #shorts,this is a 5 000 calorie chicken sandwich carefully follow the bones that is boneless chicken one cup of pickle juice one and a half cups of milk and brine for our dredge egg and milk flour and pop that trigger finger wet dry and fry pull at 165 flaky salt slice your vegetables and now we assemble special sauce greens fried chicken crispy delicious absolutely horrible for the diet the whole chicken fried chicken sandwich wow that's amazing
E9ShGXo5Bww,King Crab JERKY #shorts,alaskan king crab the king of seafood but today we're trying something new chili margarita dehydrate for eight hours so time for activities admire your meat burn off some calories and fold your diversely colored laundry and this is the result chewy yet still tender condensed crab flavor with a kick
fPSQZ91RzTY,Steak School Pt. 2: Skirt Steak 101 #shorts,welcome back to steak school today we're learning about the skirt steak two distinct cuts the more common inside skirt and prized outside skirt both from the rib and plate section starting with the outside skirt running from the bottom of the sixth to the top of the twelfth rib tender with tighter muscle fibers more pricey but worth it next is the less desirable inside skirt more common in stores tougher cheaper with more coarse muscle fibers i remember it as outside grilling is better than indoor so always choose the outside skirt extreme heat is critical because they're so thin charring the outside before overcooking the inside in this case i don't mind flare-ups carryover will be more than usual due to the intense heat i like to pull the outside at 110 inside at 120 the most important step is to cut thinly against the grain cooked properly these beefy cuts are hard to beat
oozpaRAAY9g,WAGYU X Candied Bacon Compound Butter #shorts,australian wagyu strip red salt applewood low and slow and time for candied bacon trough and brown sugar salty sweet and spicy herbs shallots pepper candied bacon compound butter pull at 120 trough mayo sear perfect crust with a kick top with our trough candied bacon compound butter and this is the result buttery medium rare thick crust studded with candied bacon flavor bombs
iGhX600vU68,Car Cooking: WHOLE Chicken Chick-fil-A #shorts,got this beautiful chicken and we're here at chick-fil-a can i have the original chicken sandwich hold the chicken please thank you set up shop and de-bone the chicken oh no boneless chicken the secret pickle juice brine let that marinade and ketchup on some reading and time to fry egg and milk seasoned flour that is golden brown and now we assemble special sauce and of course the waffle fries extra crispy whole chicken chick-fil-a car cooked to perfection
htGQcQzy1Jw,Reverse Sear vs Direct Heat #shorts,!X! NO TRANSCRIPT AVAIALABLE !X!
FWsWKFUVN_o,King Crab Cake CUPCAKES #shorts,today we're making crab cupcakes [music] we're starting with jumbo king crab roughly chopped thyme for homemade mayo egg yolk lemon oil you know it's working when you start to sweat chives egg mix form your balls egg bread crumbs top with butter and bake my attempt at a savory citrusy whipped icing that was a bit better candles and this is the result no fillers with jumbo chunks of crab these are grown-up cupcakes wow
z85irTkXMi8,Halloween STEAK CAKE Throwback #shorts,!X! SUBTITLES DISABLED !X!
LW3nSNGAA8M,DOUBLE CRUST Ribeye #shorts,this is the best way to cook a thick steak i call this the double crust steak season with only salt and get a nice initial sear for this step we don't want to cook the steak just get the color next we're going to gently let our steak come up to temp on the grill garlic powder pepper herbs buttery blanket smoke over hickory until 115 internal time for our second sear baste flip frequently and remove at 1 30 unbeatable crust and exceptionally juicy [music] garlic bombs and a glass for an out of body steak eating experience if you enjoy my content i'd appreciate the follow on youtube where you can find this full video and that is the perfect bite
rFD2BiMxnYU,WAGYU Beef Jerky? #shorts,today i made a whole bunch of homemade beef jerky that's way cheaper and so much better than store bought here's how jerky is traditionally used with lean cuts but today i'm going for optimal flavor find the grain of the meat and cut against it i like my slices about a quarter of an inch thick the ratio of our salty ingredients to our sugar is by far the most important today i'm making a black pepper original and sesame ginger teriyaki mix well i like to test for any necessary changes oh yeah marinade overnight then load up your racks dehydrators smokers and even an oven will work after five hours this is the result beautiful glossy exterior and a pull apart texture only blackhawk farms wagyu can achieve serve with a bev this is real deal beef jerky wow
r2o9WKXQ8Fc,Gordon Ramsay Wasn’t Happy With my Wellington! #shorts,what we do
ycDG7tDhM7U,DINO Rib Confit x Duck Fat #shorts,this is a dino rib and we're gonna cook it in liquid gold the marbling on this short rib is stunning cover in a bath of duck fat garlic and herbs oven low and slow this is green mango salad spicy and sour to cut through that richness pull when tender sear and this is the result [music] red wine reduction takes this over the top [music] that's incredible
N8coGPYDkBM,The SCORPION Beef Bomb #shorts,today we're taking surf and turf to the next level with wagyu and lobster buckle up this is uncharted territory sear and let's make our filling lemon jalapeno parsley and a whole bunch of lobster mix that with cream cheese and rub add to your blackhawk skirt steak and wrap up your present and now our multi-colored bacon weave cover your beef bomb and smoke over applewood pull at 135 and assemble this is the blackhawk scorpion beef bomb packed with flavor and guaranteed to terrify the kids follow on youtube full video and recipe coming soon
GIR7dZyKUfo,Grilled STEAK Tutorial: Thin Cuts #shorts,in the quest to cook a perfect steak here's how to cook one that's an inch and a quarter fish or less developing a strong crust before the inside overcooks is the priority season well and place on a rack back into the fridge for at least an hour i do it overnight elevate your steak eating experience with these simple garlic balms olive oil flaky salt fresh thyme dry brining our steak will improve our crust and flavor get your coals extremely hot and grill without the lid on since our sake is thin we want to simulate a cast iron skillet instead of an oven flip frequently i visualize cooking the outside quickly and the inside gently pull at 125 for medium rare and assemble the perfect stage is just an illusion continuous improvement is our motivation this is why we do amazing
6RbdIE6w_J4,Game changer Cinnamon Toast CRUNCH #shorts,[music] cinnamon toast crunch from scratch [music] measure
sdJLOQVh3Zk,Lobster and CAVIAR Bites #shorts,today we're getting fancy with lobster and caviar appetizers [music] give those a rough chop homemade mayo is far superior you know you're doing it right when you start to sweat we're giving a whole new meaning to the word tortilla chips slice your spirals and lightly fry lobster mayo chives lemon mix and now we assemble with pearl street caviar as the finishing touch colorful and crispy spirals tender lobster pearly flavor bombs but the best fight i've ever had in my entire life
sZr189j3THg,Bacon BREAD BLT: ASMR #shorts,!X! SUBTITLES DISABLED !X!
-Ou09DfmCgc,Doc Said Add FISH to My Diet #shorts,i just got back from the doctor's office and he made it very clear i need to be eating less beef and more fish so today i'm making a beautiful red snapper smoked flank steak is the body you already know where to find the best lobster recipe and assemble day one on that pescetarian grind this is the diet plan you've been looking for let's go
Yfpl9RLbgOg,Car Cooking: The Filet-O-Fish #shorts,got this beautiful red snapper and we're here at mcdonald's hi can i please have a filet of fish hold the fish yes cheese on the top please thank you and time for a fish fry max someone's parking next to us is that nikki giovanni what the hell is this hold on a second let me show you what a real face looks like this is a real question well nick filleted the fish i took on the coleslaw beer batter and fry until golden brown and now reassemble coleslaw fried fish the perfect bun and this is the result mcdonald's car cooking at its best
h-Ry_yTEKAI,Fresh MANGO Habanero Wangz #shorts,today we're bumping up the heat again with the most insane fresh mango habanero wings season lightly and get your wings on the grill this sauce is hot and fresh baby ray's and frank's is our base then put in the work on a ripe mango add the juice of a whole lime now our fresh peppers jalapeno habanero pinch of ancho made a game time decision to add some candied bacon and that's a sauce this is direct heat so keep those wings moving until they look like this garnish seared peppers now we plate and finish with fresh lime zest boring buffalo wings are in the past up your game
G8RZKaoluAk,SQUIRREL TAIL Fish #shorts,today we're gonna make swirl tail fish this to me is the most impressive way to serve a whole fish remove the spine vertical cuts right before the skin then slice horizontally egg yolk cornstarch and check out that pattern big fish so big pot let that fry sweet and sour sauce pull at 125 internal and this is the result top with scallions and pine nuts crispy flaky golden brown fried fish perfection
B2i-PHENcJA,Oxtail DUMPLINGS #shorts,!X! SUBTITLES DISABLED !X!
p4elMv3PJOk,Taki Chicken Cordon BLUE #shorts,hmm mmm
rsxpryCkHE0,Car Cooking: Fixing the IMPOSSIBLE Burger #shorts,we got this beautiful wagyu ground beef and we're here at the bk lounge could i please have an impossible whopper hold the impossible burger everything butt the burger just the buns basically yeah that's okay thank you all right bye why would i say bye that is just so awkward after recovering from another awkward drive-through encounter set up shop and get your burger on the beefer flip and check out that crust back inside it's time to assemble beautiful and that is my type of plant-based burger
O55rt9_JAYA,Smoked Whiskey Glazed Pork Roast #shorts,this is a pork fried rib but i have an idea of how to take it to the next level cut even slits and season slice your apple and wrap in prosciutto salty and sweet add these flavor bombs to your pork we're smoking over applewood low and slow time for a simple glaze flambe ginger and garlic apple cider and apple cider vinegar soy sauce brown sugar allspice and cayenne paint like your picasso and this is the result this is a showstopper cooked to 145 so you know it's juicy sweet smoky and packed with flavor this is amazing
be0Cal-gs58,Using Snow to Cook a Better Porterhouse #shorts,today we're using a snowball to make the perfect porterhouse steak notorious for overcooking and better served rare place the fillet in snow leaving the strip 20 degrees warmer before cooking applewood low and slow notice how the strip hits a 125 medium rare while the fillet stays 10 degrees cooler and rare quick sear in the beefer and this is the result this method reduces the risk of overcooking the smaller filet increasing our chances of success when working with expensive steaks wow
Pg3ToNePSRA,Perfect Korean BEEF Marinade #shorts,this is how to make the perfect korean beef marinade don't take my word for it this recipe is korean mom approved asian pear is the secret ingredient with tenderizing enzymes combine that with a few other ingredients and this marinade is so simple but so flavorful traditionally used to be short ribs i'm using blackhawk farms flatiron high heat to get that crust mouthwateringly juicy ridiculously [music] tender
H8ejRXfIGPg,The IMMORTAL Hot Pocket pt. 2 #shorts,today we're taking smoked baby bats into uncharted territory applewood smoked ribs complement our applewood smoked bacon just barely fall off the bone and assemble extra sharp cheddar candied bacon do it all again and add your caramelized onions wrap up your present top with more bacon and here we go dense candied bacon course through a buttery interior this is the immortal hot pocket and it's why we do what we do
j90UUvwLPKw,The HAMDOG #shorts,the age-old question hot dog or hamburger with this recipe you no longer have to decide blackhawk farms culotte steak that is premium ground beef and assemble your sushi roll season sharp provolone hot dog and wrap up your present out on the grill wag you fat fireball thin cut onion rings toss fry and assemble this one confused me had to go half and half top with onion rings and that is an uncomfortable cross section the age of deciding between hot dogs and hamburgers is officially over this is actually amazing
D8-YO_NcPkQ,Sous Vide x Smoked x Smash BURGER #shorts,this is the triple decker burger using my three favorite techniques smashed smoked sous vide gently form your patties to keep those air pockets we're starting with an applewood smoked cowboy burger sear and add your cheddar now we're getting fancy with that sous-vide bacon blue pat dry and get that sear as fast as possible layer 3 the smash burger the humble guilty pleasure small batch bacon is the way finally got my hands on some broadbent's bacon store-bought bacon simply doesn't compare and assemble bacon blue smoked bbq cheddar the smash nature's ketchup and of course we got that drip carefully plan your angle of attack and here we go cheesy bacon egg so good
0_N0fdXYaAA,Fresh Chili Lime WANGZ #shorts,today we're bumping up the heat again chili lime wings with a twist let's hit the grill [music] this sauce is hot fresh and tangy vinegar sauce lime gochujang ancho and a cornucopia of fresh chilies [music] back on the grill check out that color [music] these candied limes are the ultimate garnish sweet sour chewy [music] assembled fresh habanero bev charred and sweet citrus new age
1QdWOB_OMj4,Leg of LAMB: ASMR #shorts,!X! SUBTITLES DISABLED !X!
ASYaBkUUMwQ,HABANERO Compound Butter ASMR #shorts,!X! SUBTITLES DISABLED !X!
fByMB8ukv7g,BOURBON Glazed Beer Can Turkey #shorts,!X! SUBTITLES DISABLED !X!
N6qLoOAHTU0,Steak School: Ribeye 101 in 60 Seconds #shorts,welcome to state school today we're learning about the rib eye rib eyes are a premium cut characterized by two distinct sides with the first directly adjacent to the chuck or shoulder this side has four unique components the first is the eye or longest miss dorsey though tender it's the least beefy so make sure it has good marbling next is the rib eye cap or spineless dorsi considered the most desirable cut on the animal beefy tender always try to find a rib eye with a big and thick cap the third is the complexis as an extension of the chuck muscle this is going to be a little bit more tough and less desirable lastly we have the rib and tail section nothing beats these bites right off the bone next we have the lowing end of the rib eye directly adjacent to the strip line this cut is made up of just the longest miss dorsey essentially just the extension of the new york strip in my opinion anywhere in the one third closest to the chuck is the sweet spot this cut is hard to beat
9aV5f6w3G5A,Bacon Wrapped GOOSE #shorts,!X! SUBTITLES DISABLED !X!
KbFrYwfC6Uo,Filet Mignon STEAK EXPERIMENT #shorts,today we're combining dry aged wagyu a5 fat with a filet mignon we're starting with two identical filet mignons this is a hundred day dry aged a5 beef fat that is liquid gold tenderloin can be lean lacking flavor inject one with as much artificial marbling as possible in this case 20 extra grams i'm interested in seeing how much weight was retained after the cooking process despite the drastically different starting weights interestingly they both ended at the same final weight but cutting into them was where the real differences were found the injected stake on the right had noticeable holes but it was a significantly better final product it had the tenderness of a filet and the flavor of a rip eye that one has a lot more flavor can definitely taste the fat
VYRHp1kg5UU,Jalapeño Smoked SALMON Dip (the perfect dip) #shorts,!X! SUBTITLES DISABLED !X!
-kA_6WG4meQ,The SUPER (Bacon & Queso) Bowl #shorts,!X! SUBTITLES DISABLED !X!
NQFnpRx6Ajc,SALMON Bread #shorts,today we're turning this salmon into bread i brined this salmon overnight cut into four equal strips salmon windshield wipers and begin to braid this salmon is already brined so season with a zero salt rub and get it on the grill [music] applewood low and slow simple glaze orange juice and maple and i give you freshly baked salmon bread and tacky exterior the juiciest salmon i've ever had top your bread with salmon bread and enjoy
8u_L6--738k,Car Cooking: The Oreo McFlurry #shorts,i got my brand new ice cream maker and we're here at mcdonald's could i just have a large oreo mcflurry hold the flurry yeah please all right thank you today i'm taking on the true tv fast foodies challenge and taking this mcflurry to the next level with some fresh candied bacon after some awkward conversations brown sugar and maple syrup back inside we're just getting started in with our ice cream spoke too soon at this point i was still miles away from ice cream add your ice rock salt it's time to crank disregard onlookers in the parking lot that was an unexpected workout i think we're good crispy candied bacon and of course a taste test wow that's amazing i'll be watching true tv's new cooking competition show fast foodies tonight at 9 30 central where top chefs recreate next level fast food
V5uvSbW-Y0o,The PORCHETTA Glizzy Wellington (pt4) #shorts,after the golden glitzy wellington chef ramsay's silence has been definite so i went back to the drawing board wait till you see this wellington porchetta edition season then massage that pork belly add the centerpiece let's tie her up after a day and a half in the sous vide the fat has turned to jell-o pat dry then deep fried [music] now we assemble [music] wrap up your present pretend you're gordon ramsay and here we go golden exterior pork crackling silky layers the porchetta lizzy wellington
lCK6zrwnBGw,Smoked LOBSTER and Garlic Butter #shorts,today we're smoking lobster season with barbecue rub add some butter for extra moisture and we're also smoking some garlic let's hit the grill lay the claws closer to the heat we're smoking over applewood low and slow smoked garlic and butter for a simple dipping sauce and this is the result fresh citrusy with subtle smoke my new favorite way to prepare lobster that is amazing
JvI42klX2so,Bacon STEAK #shorts,today i made a ridiculous amount of bacon and we're gonna try cooking it like a steak after a seven day brine season and smoke with applewood a pile of homemade bacon is a beautiful sight i took a piece and began searing like a steak herbs garlic paste thick mahogany crunch pure bacon bliss well that's good
4cuGjdEQ11w,Is DRY BRINING Worth It? Steak Science #shorts,many chefs swear by dry grinding their steaks with salt today we're gonna see if it's worth it i started with two identical steaks season one with three and a half grams of salt and dried rhine overnight dark and dry exterior on the dry brine stay compared to the non-dry brine season the next right before cooking on an even temperature pan as we flip notice how the dry brine steak is a dark mahogany color normal steaks crust is less pronounced butter baste and pull both at 125 notice the significantly better crust on the dry brine steak on the right the dry brine steak also retained an extra 3 grams of moisture visually they both passed the squeeze test appreciate the follow on ig if you've gotten value from this content overall both steaks were great the drive brine did beat it up slightly on crust and flavor not a huge difference but if you have time definitely go for the dry brine
TduiEN47DIc,The IMMORTAL Hot Pocket pt1 #shorts,this might look like wagyu a5 but it's not this is me not being shy talking to my butcher and getting specifically what i want you deserve that you're looking at these short ribs my favorite thing to come off the grill today we're going to take these to uncharted territory beef rub let's get him on the smoker clean hickory smoke low and slow candied bacon is the way start with some thick cut glaze with maple syrup and brown sugar this is godly currency turning them into burnt ends back in the smoker let's build dough bacon aged asiago to cut the sweetness short ribbon let's do it again wrap that present egg wash seasoning bake reapply your bacon and here we go dense candied bacon flavor bombs course through buttery interior the immortal hot pocket this is why we do what we do
d1ClvpNZycs,JUMBO Surf & Turf TEMPURA #shorts,this is a massive tiger shrimp and we're making jumbo surf and turf tempura clean your tiger shrimp we're also including this incredible two pound lobster and some blackhawk farms american wagyu simple and light batter and time to fry [music] keep your heat high to avoid overcooking the inside drizzle with more batter for extra crunch remove when golden brown that is crispy light airy and crispy on the outside delicate and tender on the inside that was amazing
bde4_GrdjMM,Honey Mustard x Ghost Pepper WANGZ #shorts,today we're making honey mustard wings with fresh honeycomb and ghost peppers lightly season and get your wings on the grill this sauce is literally good on anything mustard honey turmeric lemon butter ghost pepper sauce toss assembled fried and crunchy mustard seeds is the perfect contrast to chewy honeycomb sweet and savory wings that bite back wow
9KgJDGLcWmw,CRUNCH WRAP Supreme #shorts,!X! SUBTITLES DISABLED !X!
