Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
c9tTCrhSMXw,Dude Perfect Exposed 🫣,2025-06-16,Short,21S,21,36340853,819534,2500
v-qMaw--o6Y,Marcelo aura farming at the end 👀,2025-06-12,Short,33S,33,9375317,132606,296
HyBIypqwzhs,Who can stack the HIGHEST pile?! 🤯🧳,2025-06-01,Short,42S,42,3020822,64659,3444
Bu7NDeZDTsY,HE DIDN’T EVEN HIT RIM 🤯⚽️,2025-05-31,Short,51S,51,98693784,2057048,2232
wlLRxo9TWv8,Caitlin’s shot at the end 👀💰,2025-05-31,Short,23S,23,17182566,286339,603
9OADNOhW-Wg,Now ya know 😂🤷‍♂️,2025-05-29,Short,33S,33,44496310,710174,2060
VHvRN6E7lZc,Which shot went in? 🧐 Featuring Caitlin Clark!,2025-05-25,Short,11S,11,4738377,55687,1573
-BJbUpS5AUk,Bull Riding with Emojis 🐂😱,2025-05-16,Short,44S,44,5038367,80017,272
BOmTTKTQceM,CRAZIEST IMPOSSIBLE SHOT YET 🤯🏒 @AlwaysHockey,2025-05-01,Short,44S,44,281034171,6252830,4545
UvAnYnJDpJc,NO WAY he actually made it 🤯 @gmgolf,2025-04-10,Short,50S,50,127051347,3120585,3734
iL8Hir3KA1c,It just keeps getting crazier 😂,2025-04-03,Short,26S,26,5519071,80117,491
hvyzyQ2M_jo,Sooo THIS JUST HAPPENED 😳  New vid with Caitlin Clark coming soon...,2025-04-01,Short,18S,18,16756770,353087,3104
qxKuw-Q-Xx8,"#wbpartner This was INSANE. Go get tickets for A Minecraft Movie today, only in theaters April 4th!",2025-03-31,Short,2M49S,169,2505896,69463,564
y0ybVeYsiuk,It bent the bat 😱,2025-03-23,Short,44S,44,28149999,562676,673
YgqXFkj2pQ4,THE LIQUID NITROGEN ONE 😱 @NickDiGiovanni,2025-03-15,Short,1M,60,15259313,364577,683
pU-kmvzZmqM,Ty aura farming at the end 😂,2025-03-11,Short,37S,37,13588394,567137,1254
5Bw9XjBk8X4,Balloon Pop SHOWDOWN with @howridiculous!,2025-02-27,Short,1M8S,68,4667404,88382,486
Zrtz_8k1MTc,Dear Luka...,2025-02-02,Short,24S,24,3921378,166093,1363
hbq1KsCJT68,Panda got absolutely POSTERIZED 🐼,2025-01-24,Short,48S,48,44063787,1220224,3539
sgC734u0hGI,bro was just doing his routine 😭🙏🏻,2025-01-23,Short,9S,9,154186938,4132754,8695
InWF1xwBw1g,This vid’s gonna bang 💥,2024-12-31,Short,57S,57,3050603,98608,551
Z80t7v1ZD8g,Take note ✍️,2024-12-07,Short,37S,37,10973549,499128,1720
_Bj0BecNq10,We tried to break THREE World Records in ONE hour with Jason Kelce 🏈🌭😂 @NFL,2024-12-02,Short,55S,55,2487854,102844,250
-5jlVEOJaLc,That's how break dancing should be done tbh,2024-11-28,Short,38S,38,13156511,439944,1947
rNcMFBHikKc,Which sports should we do next? 😂,2024-11-21,Short,35S,35,80182566,2016713,10773
ZInkQdVVhe4,Steph Curry's son the next member of Dude Perfect? 😤,2024-11-14,Short,40S,40,2799567,109989,343
lRN6C-8SszU,Which shot went in? 😵‍💫 #StephCurry,2024-11-10,Short,10S,10,20096092,384273,22323
xJa8ydTQl64,Football is BACK! 🏈 Let's kick it off with some tailgating trick shots with @Reeses !,2024-09-17,Short,1M,60,3281504,108245,667
3ODA2VO00y4,Which one was the worst? 🤣,2024-09-16,Short,57S,57,6758104,243704,1053
yJ_MS4m4ZnY,CeeDee is SMOOTH with it,2024-09-13,Short,1M,60,5110763,130334,418
xofVzFPxo9I,End of an era 🥺. DPHQ3 reveal COMING SOON!,2024-08-14,Short,21S,21,3618821,144178,2248
QwQ_Y4gf2DI,This should be an Olympic sport,2024-07-27,Short,1M,60,3680012,165735,689
8JcuC348Ibg,Dads be like...,2024-06-12,Short,43S,43,24542951,1091310,3829
7pTwqG9VM7o,Gonna tell my kids this was Spider-Man,2024-05-30,Short,27S,27,69780756,2723405,13881
eS3zqME3bT4,How it started vs how it’s going,2024-05-01,Short,1M,60,3337759,124229,633
M_7o6tekeXg,"LEGOOOOO! One year ago, the impossible happened.",2024-04-30,Short,36S,36,2446891,93842,612
BlQoJy8J_Q8,Make it or break it! (That last level 🤯),2024-04-16,Short,52S,52,17065807,779625,689
NRj1JJsncIk,"THE WINK AT THE END 💀 Storybook day at the @Formula1 AGP for Ty and the CHAMP, Carlos Sainz!",2024-03-24,Short,59S,59,4803444,227060,660
Um1M0hfQsik,HOW did that happen to Ty at the end?!,2024-03-08,Short,51S,51,34905657,1391049,1351
e3d5gMGzbIM,Honestly whoever did it should just own up,2024-02-26,Short,49S,49,6022503,332675,1677
CGOLDYiVqww,Which level took the longest?? 🏈,2024-02-01,Short,43S,43,15792797,718887,3249
YyXs2tSxhvs,INSANE ROCKET FOOTBALL THROW 🤯🚀,2024-01-09,Short,27S,27,4391368,207055,899
ASipOm0M8ME,this stuff is CRAZY 🤯,2024-01-07,Short,35S,35,17179150,491250,1278
IeBzNzzFMLI,What was that?!? 🤣🤣 #challenge,2023-12-26,Short,31S,31,4616098,150858,682
rx9JELYVR2M,How did Zach do that?? 🤯🪄,2023-12-22,Short,23S,23,2068244,67665,320
utPN36QqUDk,WHO had the best response? 😂🦉,2023-12-20,Short,45S,45,7578626,310762,2297
kW740VeY3Ng,Garrett is fed up 🤣 #challenge,2023-12-14,Short,40S,40,13035653,576697,908
HfjgV9e3_8w,Watch closely… 🫨🪄,2023-12-07,Short,23S,23,12788922,547678,1583
tiLG1wb0vYk,We took the record back 🤠,2023-12-04,Short,43S,43,8680665,453068,985
arwjTo-6ChI,Kinda satisfying tbh 😯,2023-11-22,Short,1M,60,11850237,475502,924
7c0g_CutGRo,Which dude drank the lime juice?? 🫨,2023-11-13,Short,30S,30,8258985,269918,5481
ZIo2qTxj8IY,Punishment Plinko is NASTY 🤢,2023-11-09,Short,38S,38,6926381,224685,619
1j1_P2Tve9g,NECK & NECK 🤯,2023-11-07,Short,1M1S,61,4275942,182772,470
hpkoaG0IvMQ,What an ENDING!!! 🫨,2023-10-25,Short,41S,41,7996523,311505,673
cA-DTIpVdH0,Down to the WIRE! 🥤,2023-10-13,Short,34S,34,4147142,167783,440
IVQ1bPX1m9U,MARK ATE THE BASKETBALL 🤯🏀,2023-09-23,Short,37S,37,31263737,1420473,3828
0xSUlLmlN8k,FREAK Athlete,2023-09-13,Short,47S,47,45379229,2662955,7292
y2Zodskd13I,CAN’T BELIEVE COBY IS AN ASTRONAUT 🚀,2023-08-28,Short,53S,53,52733415,2080280,11598
QBKR12mIdso,BUZZER BEATER!!! 🚨,2023-08-16,Short,48S,48,14275541,611883,1771
cvY4ZLAe07E,Is Sparky a psychopath for tying shoes like this???,2023-07-10,Short,43S,43,16038112,688045,8398
gvO45dfota4,Who else wants to try this? 🤯💎,2023-06-27,Short,20S,20,94655727,3147344,14325
Y2xfYQ5sV8A,Dudes vs Fans 2v2 👀,2023-06-19,Short,1M,60,10362396,409872,929
tk0S7JNxnd8,HOW did he do that many?? 😳 #dudeperfect #shorts,2023-06-09,Short,45S,45,32972463,1674016,1712
U69q07-7IgA,The World’s Highest Basketball Shot 🏀,2023-05-20,Short,22S,22,10805669,531416,5730
t9rgimw2f6Q,Deliver a first round NFL Draft Pick? Bucket List: ACHIEVED. #ad,2023-05-02,Short,55S,55,2988924,101699,314
_h5DdzUtrXk,That comeback was SPECIAL,2023-04-29,Short,55S,55,28846727,854375,2152
Y5tYxXd4kus,14 years later...feels like yesterday,2023-03-29,Short,8S,8,38023501,1084914,6964
VTM0sa_loyY,FROM WAY DOWNTOWN!,2023-03-23,Short,1M,60,4401873,168192,449
WIFyVPaL_kU,Which level took the longest?? 🤯,2023-03-18,Short,39S,39,111588367,4034985,34631
V9YUfEyL0aI,tbh he made it farther than we thought he would,2023-03-03,Short,36S,36,70922451,1710427,3009
MlPAmRN-uwg,Well that escalated QUICKLY 😳🎱,2023-02-04,Short,57S,57,60486051,2306837,18379
gvocDKs_Sno,Oreo Roll Roulette! 🤢,2023-01-27,Short,58S,58,185975613,7257684,10608
W1cz1L5zDvM,Dude Perfect EXPOSED (Part 2) 🤫,2023-01-11,Short,17S,17,41077386,2044136,18486
IYLcZooMLbQ,Cake Flip Challenge! 😳🎂 #shorts,2023-01-06,Short,46S,46,31665327,1484996,5750
9GRueeQXL9w,2022 was a BLAST! 🚀 What was your favorite moment from this year?? #2022inShort #ad,2022-12-02,Short,15S,15,4495795,132826,781
oW-ayP9BbHs,Stair Jump CHALLENGE,2022-10-01,Short,56S,56,32320310,1715371,3556
4oe-Cy_dIQk,Dude Perfect EXPOSED 🤫🤫🤫,2022-08-06,Short,17S,17,67564150,2792196,25967
jcwaXQ2tGl8,It Just Keeps Getting Better 😂🏓,2022-08-02,Short,28S,28,122455314,3068145,6474
TJc4HjMBpSM,Impossible Ping Pong Vase Challenge,2022-07-21,Short,1M,60,30717817,1560129,3801
IlhYyVRklDI,That Ball Touched The CLOUDS 🏈☁️ #shorts,2022-06-15,Short,42S,42,170398531,6065744,30894
gmuAN_n3_tY,Water Balloon Roulette 🎈💦😬,2022-04-27,Short,55S,55,18634648,657520,1728
CYdSF0tND4A,Cup Throwing Trick Shots are HARD #Shorts,2022-02-09,Short,23S,23,22468977,888754,2165
4qjZH9T8jlE,Candle Blowing Challenge is INTENSE 🌬🕯,2022-01-13,Short,51S,51,82052553,4857690,3286
